,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir,cars,average_pm
2662,2010,4,21,22,44.0,4,10.0,1023.0,NE,11.18,0,1,4000000.0,45.0
2663,2010,4,21,23,41.0,6,9.0,1022.0,NE,14.31,0,2,4000000.0,42.5
2664,2010,4,22,0,34.0,6,9.0,1022.0,NW,3.13,0,3,4000000.0,37.5
2665,2010,4,22,1,31.0,6,9.0,1022.0,NE,1.79,0,4,4000000.0,32.5
2666,2010,4,22,2,49.0,6,8.0,1022.0,NE,3.58,0,5,4000000.0,40.0
2667,2010,4,22,3,37.0,6,8.0,1021.0,NW,3.13,0,6,4000000.0,43.0
2668,2010,4,22,4,27.0,6,8.0,1021.0,NW,4.92,0,7,4000000.0,32.0
2669,2010,4,22,5,37.0,6,8.0,1021.0,NW,8.05,0,8,4000000.0,32.0
2670,2010,4,22,6,45.0,6,8.0,1021.0,NW,11.18,0,9,4000000.0,41.0
2671,2010,4,22,7,44.0,6,8.0,1021.0,NW,14.31,0,10,4000000.0,44.5
2672,2010,4,22,8,53.0,6,9.0,1021.0,NW,18.33,0,11,4000000.0,48.5
2673,2010,4,22,9,48.0,6,9.0,1021.0,NW,21.46,0,12,4000000.0,50.5
2674,2010,4,22,10,47.0,7,9.0,1021.0,NW,23.25,0,13,4000000.0,47.5
2675,2010,4,22,11,46.0,6,10.0,1021.0,NW,25.04,0,14,4000000.0,46.5
2676,2010,4,22,12,42.0,7,10.0,1021.0,NW,29.06,0,15,4000000.0,44.0
2677,2010,4,22,13,40.0,6,10.0,1021.0,NW,33.08,0,0,4000000.0,41.0
2678,2010,4,22,14,38.0,6,11.0,1020.0,NW,38.0,0,1,4000000.0,39.0
2679,2010,4,22,15,30.0,5,10.0,1020.0,NW,42.92,0,2,4000000.0,34.0
2680,2010,4,22,16,34.0,5,11.0,1020.0,cv,0.89,0,3,4000000.0,32.0
2681,2010,4,22,17,35.0,4,12.0,1020.0,NW,3.13,0,0,4000000.0,34.5
2682,2010,4,22,18,35.0,4,12.0,1020.0,NW,6.26,0,0,4000000.0,35.0
2683,2010,4,22,19,26.0,4,11.0,1020.0,SE,3.13,0,0,4000000.0,30.5
2684,2010,4,22,20,33.0,4,10.0,1021.0,SE,4.92,0,0,4000000.0,29.5
2685,2010,4,22,21,47.0,4,11.0,1021.0,NW,3.13,0,0,4000000.0,40.0
2686,2010,4,22,22,41.0,3,10.0,1022.0,NW,7.15,0,0,4000000.0,44.0
2687,2010,4,22,23,47.0,3,6.0,1022.0,NW,10.28,0,0,4000000.0,44.0
2688,2010,4,23,0,37.0,4,6.0,1022.0,cv,0.45,0,0,4000000.0,42.0
2689,2010,4,23,1,41.0,3,5.0,1022.0,NW,0.89,0,0,4000000.0,39.0
2690,2010,4,23,2,60.0,4,5.0,1021.0,cv,0.89,0,0,4000000.0,50.5
2691,2010,4,23,3,62.0,2,3.0,1021.0,NW,3.13,0,0,4000000.0,61.0
2692,2010,4,23,4,36.0,1,3.0,1021.0,NW,6.26,0,0,4000000.0,49.0
2693,2010,4,23,5,31.0,2,4.0,1021.0,NW,8.05,0,0,4000000.0,33.5
2694,2010,4,23,6,24.0,2,4.0,1021.0,NW,9.84,0,0,4000000.0,27.5
2695,2010,4,23,7,65.0,4,7.0,1022.0,NW,11.63,0,0,4000000.0,44.5
2696,2010,4,23,8,51.0,2,10.0,1023.0,NW,14.76,0,0,4000000.0,58.0
2697,2010,4,23,9,41.0,-1,13.0,1023.0,NW,17.89,0,0,4000000.0,46.0
2698,2010,4,23,10,39.0,-2,15.0,1022.0,cv,1.79,0,0,4000000.0,40.0
2699,2010,4,23,11,31.0,-4,17.0,1022.0,NW,3.13,0,0,4000000.0,35.0
2700,2010,4,23,12,19.0,-10,19.0,1021.0,NW,7.15,0,0,4000000.0,25.0
2701,2010,4,23,13,19.0,-10,20.0,1020.0,cv,3.13,0,0,4000000.0,19.0
2702,2010,4,23,14,18.0,-11,21.0,1019.0,NW,5.81,0,0,4000000.0,18.5
2703,2010,4,23,15,10.0,-12,21.0,1018.0,NW,12.96,0,0,4000000.0,14.0
2704,2010,4,23,16,16.0,-13,21.0,1018.0,NW,21.01,0,0,4000000.0,13.0
2705,2010,4,23,17,23.0,-9,20.0,1018.0,NW,25.03,0,0,4000000.0,19.5
2706,2010,4,23,18,21.0,-10,19.0,1018.0,NW,28.16,0,0,4000000.0,22.0
2707,2010,4,23,19,20.0,-10,18.0,1018.0,NW,31.29,0,0,4000000.0,20.5
2708,2010,4,23,20,23.0,-8,18.0,1019.0,SE,4.92,0,0,4000000.0,21.5
2709,2010,4,23,21,32.0,-8,17.0,1019.0,SE,8.94,0,0,4000000.0,27.5
2710,2010,4,23,22,39.0,-7,16.0,1020.0,SE,13.86,0,0,4000000.0,35.5
2711,2010,4,23,23,38.0,-6,15.0,1019.0,SE,17.88,0,0,4000000.0,38.5
2712,2010,4,24,0,45.0,-6,15.0,1019.0,SE,22.8,0,0,4000000.0,41.5
2713,2010,4,24,1,53.0,-5,12.0,1019.0,SE,24.59,0,0,4000000.0,49.0
2714,2010,4,24,2,56.0,-4,11.0,1018.0,SE,27.72,0,0,4000000.0,54.5
2715,2010,4,24,3,54.0,-3,11.0,1018.0,SE,30.85,0,0,4000000.0,55.0
2716,2010,4,24,4,65.0,-2,9.0,1018.0,SE,32.64,0,0,4000000.0,59.5
2717,2010,4,24,5,73.0,-2,7.0,1019.0,SE,35.77,0,0,4000000.0,69.0
2718,2010,4,24,6,70.0,0,8.0,1019.0,SE,37.56,0,0,4000000.0,71.5
2719,2010,4,24,7,81.0,1,10.0,1019.0,cv,0.45,0,0,4000000.0,75.5
2720,2010,4,24,8,90.0,0,13.0,1019.0,SE,1.79,0,0,4000000.0,85.5
2721,2010,4,24,9,86.0,0,16.0,1019.0,SE,3.58,0,0,4000000.0,88.0
2722,2010,4,24,10,107.0,-1,18.0,1019.0,SE,6.71,0,0,4000000.0,96.5
2723,2010,4,24,11,122.0,2,20.0,1018.0,SE,11.63,0,0,4000000.0,114.5
2724,2010,4,24,12,114.0,3,23.0,1017.0,SE,18.78,0,0,4000000.0,118.0
2725,2010,4,24,13,111.0,3,24.0,1015.0,SE,26.83,0,0,4000000.0,112.5
2726,2010,4,24,14,112.0,3,24.0,1015.0,SE,32.64,0,0,4000000.0,111.5
2727,2010,4,24,15,111.0,3,23.0,1014.0,SE,40.69,0,0,4000000.0,111.5
2728,2010,4,24,16,117.0,4,23.0,1013.0,SE,48.74,0,0,4000000.0,114.0
2729,2010,4,24,17,103.0,4,23.0,1013.0,SE,54.55,0,0,4000000.0,110.0
2730,2010,4,24,18,85.0,5,21.0,1013.0,SE,59.47,0,0,4000000.0,94.0
2731,2010,4,24,19,79.0,5,20.0,1013.0,SE,62.6,0,0,4000000.0,82.0
2732,2010,4,24,20,78.0,5,19.0,1013.0,SE,65.73,0,0,4000000.0,78.5
2733,2010,4,24,21,83.0,5,19.0,1014.0,SE,70.65,0,0,4000000.0,80.5
2734,2010,4,24,22,89.0,6,17.0,1014.0,SE,75.57,0,0,4000000.0,86.0
2735,2010,4,24,23,93.0,6,17.0,1014.0,SE,81.38,0,0,4000000.0,91.0
2736,2010,4,25,0,98.0,6,16.0,1015.0,SE,86.3,0,0,4000000.0,95.5
2737,2010,4,25,1,93.0,6,14.0,1015.0,SE,90.32,0,0,4000000.0,95.5
2738,2010,4,25,2,96.0,6,15.0,1015.0,SE,94.34,0,0,4000000.0,94.5
2739,2010,4,25,3,92.0,6,14.0,1015.0,SE,98.36,0,0,4000000.0,94.0
2740,2010,4,25,4,106.0,7,13.0,1015.0,SE,101.49,0,0,4000000.0,99.0
2741,2010,4,25,5,98.0,6,12.0,1015.0,SE,104.62,0,0,4000000.0,102.0
2742,2010,4,25,6,110.0,7,12.0,1015.0,SE,108.64,0,0,4000000.0,104.0
2743,2010,4,25,7,129.0,7,13.0,1015.0,SE,111.77,0,0,4000000.0,119.5
2744,2010,4,25,8,141.0,7,13.0,1015.0,SE,115.79,0,0,4000000.0,135.0
2745,2010,4,25,9,140.0,7,14.0,1015.0,SE,119.81,0,0,4000000.0,140.5
2746,2010,4,25,10,142.0,7,15.0,1015.0,SE,124.73,0,0,4000000.0,141.0
2747,2010,4,25,11,134.0,7,18.0,1015.0,SE,131.88,0,0,4000000.0,138.0
2748,2010,4,25,12,133.0,6,19.0,1014.0,SE,139.03,0,0,4000000.0,133.5
2749,2010,4,25,13,128.0,5,20.0,1012.0,SE,146.18,0,0,4000000.0,130.5
2750,2010,4,25,14,110.0,5,21.0,1012.0,SE,153.33,0,0,4000000.0,119.0
2751,2010,4,25,15,120.0,6,20.0,1012.0,SE,159.14,0,0,4000000.0,115.0
2752,2010,4,25,16,135.0,8,18.0,1012.0,NW,7.15,0,0,4000000.0,127.5
2753,2010,4,25,17,22.0,7,11.0,1013.0,NW,16.98,0,1,4000000.0,78.5
2754,2010,4,25,18,15.0,8,10.0,1014.0,NW,25.92,0,2,4000000.0,18.5
2755,2010,4,25,19,19.0,8,10.0,1015.0,NW,29.94,0,3,4000000.0,17.0
2756,2010,4,25,20,16.0,8,9.0,1015.0,cv,0.89,0,4,4000000.0,17.5
2757,2010,4,25,21,9.0,7,9.0,1017.0,NW,4.92,0,5,4000000.0,12.5
2758,2010,4,25,22,7.0,6,8.0,1017.0,NW,9.84,0,0,4000000.0,8.0
2759,2010,4,25,23,7.0,4,8.0,1017.0,NW,14.76,0,0,4000000.0,7.0
2760,2010,4,26,0,10.0,4,8.0,1017.0,NE,4.02,0,0,4000000.0,8.5
2761,2010,4,26,1,8.0,3,7.0,1017.0,NW,3.13,0,0,4000000.0,9.0
2762,2010,4,26,2,5.0,0,7.0,1016.0,NW,8.94,0,0,4000000.0,6.5
2763,2010,4,26,3,9.0,-3,8.0,1016.0,NW,14.75,0,0,4000000.0,7.0
2764,2010,4,26,4,20.0,-5,7.0,1016.0,NW,19.67,0,0,4000000.0,14.5
2765,2010,4,26,5,8.0,-7,6.0,1016.0,NW,25.48,0,0,4000000.0,14.0
2766,2010,4,26,6,7.0,-7,6.0,1016.0,NW,31.29,0,0,4000000.0,7.5
2767,2010,4,26,7,6.0,-8,8.0,1015.0,NW,37.1,0,0,4000000.0,6.5
2768,2010,4,26,8,16.0,-7,10.0,1015.0,NW,42.02,0,0,4000000.0,11.0
2769,2010,4,26,9,10.0,-8,10.0,1015.0,NW,46.94,0,0,4000000.0,13.0
2770,2010,4,26,10,11.0,-10,11.0,1014.0,NW,50.07,0,0,4000000.0,10.5
2771,2010,4,26,11,11.0,-7,12.0,1013.0,cv,1.79,0,0,4000000.0,11.0
2772,2010,4,26,12,18.0,-7,12.0,1011.0,SE,3.13,0,0,4000000.0,14.5
2773,2010,4,26,13,26.0,-7,11.0,1011.0,SE,6.26,0,0,4000000.0,22.0
2774,2010,4,26,14,25.0,-8,12.0,1010.0,SE,11.18,0,0,4000000.0,25.5
2775,2010,4,26,15,20.0,-7,13.0,1010.0,SE,16.1,0,0,4000000.0,22.5
2776,2010,4,26,16,24.0,-4,12.0,1011.0,SE,24.15,0,0,4000000.0,22.0
2777,2010,4,26,17,15.0,-1,7.0,1012.0,NW,11.18,0,1,4000000.0,19.5
2778,2010,4,26,18,10.0,-2,8.0,1011.0,NW,19.23,0,0,4000000.0,12.5
2779,2010,4,26,19,10.0,-4,8.0,1012.0,NW,27.28,0,0,4000000.0,10.0
2780,2010,4,26,20,14.0,-5,8.0,1012.0,NW,34.43,0,0,4000000.0,12.0
2781,2010,4,26,21,11.0,-9,8.0,1013.0,NW,42.48,0,0,4000000.0,12.5
2782,2010,4,26,22,11.0,-11,7.0,1013.0,NW,51.42,0,0,4000000.0,11.0
2783,2010,4,26,23,16.0,-11,7.0,1013.0,NW,61.25,0,0,4000000.0,13.5
2784,2010,4,27,0,13.0,-12,6.0,1013.0,NW,71.08,0,0,4000000.0,14.5
2785,2010,4,27,1,16.0,-15,6.0,1012.0,NW,82.26,0,0,4000000.0,14.5
2786,2010,4,27,2,15.0,-14,5.0,1011.0,NW,90.31,0,0,4000000.0,15.5
2787,2010,4,27,3,17.0,-14,5.0,1011.0,NW,95.23,0,0,4000000.0,16.0
2788,2010,4,27,4,18.0,-13,4.0,1011.0,NW,98.36,0,0,4000000.0,17.5
2789,2010,4,27,5,22.0,-12,3.0,1010.0,NW,100.15,0,0,4000000.0,20.0
2790,2010,4,27,6,19.0,-13,4.0,1010.0,NW,104.17,0,0,4000000.0,20.5
2791,2010,4,27,7,22.0,-12,6.0,1010.0,NW,109.98,0,0,4000000.0,20.5
2792,2010,4,27,8,27.0,-12,7.0,1010.0,NW,114.9,0,0,4000000.0,24.5
2793,2010,4,27,9,31.0,-11,8.0,1009.0,NW,119.82,0,0,4000000.0,29.0
2794,2010,4,27,10,42.0,-9,10.0,1009.0,NW,123.84,0,0,4000000.0,36.5
2795,2010,4,27,11,46.0,-9,11.0,1008.0,NW,129.65,0,0,4000000.0,44.0
2796,2010,4,27,12,50.0,-8,12.0,1008.0,NW,136.8,0,0,4000000.0,48.0
2797,2010,4,27,13,45.0,-8,12.0,1007.0,NW,140.82,0,0,4000000.0,47.5
2798,2010,4,27,14,47.0,-6,13.0,1006.0,NW,146.63,0,0,4000000.0,46.0
2799,2010,4,27,15,30.0,-7,13.0,1007.0,NW,155.57,0,0,4000000.0,38.5
2800,2010,4,27,16,31.0,-9,13.0,1006.0,NW,164.51,0,0,4000000.0,30.5
2801,2010,4,27,17,16.0,-9,12.0,1007.0,NW,172.56,0,0,4000000.0,23.5
2802,2010,4,27,18,14.0,-11,12.0,1007.0,NW,180.61,0,0,4000000.0,15.0
2803,2010,4,27,19,17.0,-12,11.0,1008.0,NW,187.76,0,0,4000000.0,15.5
2804,2010,4,27,20,15.0,-10,10.0,1010.0,NW,193.57,0,0,4000000.0,16.0
2805,2010,4,27,21,14.0,-10,9.0,1011.0,NW,199.38,0,0,4000000.0,14.5
2806,2010,4,27,22,14.0,-10,9.0,1011.0,NW,204.3,0,0,4000000.0,14.0
2807,2010,4,27,23,11.0,-11,8.0,1011.0,NW,211.45,0,0,4000000.0,12.5
2808,2010,4,28,0,24.0,-11,8.0,1012.0,NW,217.26,0,0,4000000.0,17.5
2809,2010,4,28,1,27.0,-8,7.0,1012.0,NW,225.31,0,0,4000000.0,25.5
2810,2010,4,28,2,15.0,-6,6.0,1011.0,NW,231.12,0,0,4000000.0,21.0
2811,2010,4,28,3,13.0,-8,6.0,1011.0,NW,239.17,0,0,4000000.0,14.0
2812,2010,4,28,4,11.0,-10,6.0,1011.0,NW,246.32,0,0,4000000.0,12.0
2813,2010,4,28,5,11.0,-10,6.0,1011.0,NW,254.37,0,0,4000000.0,11.0
2814,2010,4,28,6,13.0,-10,6.0,1012.0,NW,259.29,0,0,4000000.0,12.0
2815,2010,4,28,7,13.0,-11,7.0,1013.0,NW,266.44,0,0,4000000.0,13.0
2816,2010,4,28,8,14.0,-11,9.0,1014.0,NW,273.59,0,0,4000000.0,13.5
2817,2010,4,28,9,15.0,-11,10.0,1014.0,NW,281.64,0,0,4000000.0,14.5
2818,2010,4,28,10,14.0,-11,11.0,1014.0,NW,292.82,0,0,4000000.0,14.5
2819,2010,4,28,11,19.0,-11,13.0,1014.0,NW,304.0,0,0,4000000.0,16.5
2820,2010,4,28,12,14.0,-11,13.0,1014.0,NW,315.18,0,0,4000000.0,16.5
2821,2010,4,28,13,13.0,-10,14.0,1013.0,NW,328.14,0,0,4000000.0,13.5
2822,2010,4,28,14,15.0,-11,15.0,1012.0,NW,342.0,0,0,4000000.0,14.0
2823,2010,4,28,15,11.0,-11,15.0,1012.0,NW,355.86,0,0,4000000.0,13.0
2824,2010,4,28,16,20.0,-10,15.0,1012.0,NW,368.82,0,0,4000000.0,15.5
2825,2010,4,28,17,16.0,-10,14.0,1012.0,NW,380.0,0,0,4000000.0,18.0
2826,2010,4,28,18,14.0,-10,14.0,1012.0,NW,389.83,0,0,4000000.0,15.0
2827,2010,4,28,19,17.0,-10,13.0,1012.0,NW,398.77,0,0,4000000.0,15.5
2828,2010,4,28,20,16.0,-8,12.0,1013.0,NW,410.84,0,0,4000000.0,16.5
2829,2010,4,28,21,15.0,-7,11.0,1014.0,NW,417.99,0,0,4000000.0,15.5
2830,2010,4,28,22,38.0,-7,11.0,1014.0,NW,426.04,0,0,4000000.0,26.5
2831,2010,4,28,23,15.0,-7,10.0,1013.0,NW,431.85,0,0,4000000.0,26.5
2832,2010,4,29,0,18.0,-7,10.0,1013.0,NW,434.98,0,0,4000000.0,16.5
2833,2010,4,29,1,16.0,-4,7.0,1012.0,SE,1.79,0,0,4000000.0,17.0
2834,2010,4,29,2,19.0,-5,7.0,1012.0,NW,1.79,0,0,4000000.0,17.5
2835,2010,4,29,3,18.0,-7,9.0,1012.0,cv,0.89,0,0,4000000.0,18.5
2836,2010,4,29,4,20.0,-6,9.0,1012.0,NW,4.92,0,0,4000000.0,19.0
2837,2010,4,29,5,19.0,-7,10.0,1012.0,NW,9.84,0,0,4000000.0,19.5
2838,2010,4,29,6,17.0,-6,9.0,1012.0,NW,12.97,0,0,4000000.0,18.0
2839,2010,4,29,7,21.0,-6,11.0,1013.0,NW,20.12,0,0,4000000.0,19.0
2840,2010,4,29,8,20.0,-6,13.0,1013.0,NW,28.17,0,0,4000000.0,20.5
2841,2010,4,29,9,19.0,-6,14.0,1013.0,NW,38.0,0,0,4000000.0,19.5
2842,2010,4,29,10,17.0,-8,15.0,1013.0,NW,47.83,0,0,4000000.0,18.0
2843,2010,4,29,11,16.0,-8,17.0,1013.0,NW,57.66,0,0,4000000.0,16.5
2844,2010,4,29,12,15.0,-9,17.0,1013.0,NW,67.49,0,0,4000000.0,15.5
2845,2010,4,29,13,17.0,-9,19.0,1013.0,NW,79.56,0,0,4000000.0,16.0
2846,2010,4,29,14,22.0,-9,19.0,1012.0,NW,93.42,0,0,4000000.0,19.5
2847,2010,4,29,15,19.0,-9,19.0,1012.0,NW,107.28,0,0,4000000.0,20.5
2848,2010,4,29,16,17.0,-8,19.0,1012.0,NW,117.11,0,0,4000000.0,18.0
2849,2010,4,29,17,18.0,-8,19.0,1013.0,NW,128.29,0,0,4000000.0,17.5
2850,2010,4,29,18,27.0,-9,18.0,1013.0,NW,139.47,0,0,4000000.0,22.5
2851,2010,4,29,19,22.0,-7,17.0,1014.0,NW,147.52,0,0,4000000.0,24.5
2852,2010,4,29,20,18.0,-6,16.0,1015.0,NW,153.33,0,0,4000000.0,20.0
2853,2010,4,29,21,19.0,-5,15.0,1016.0,NW,156.46,0,0,4000000.0,18.5
2854,2010,4,29,22,15.0,-4,14.0,1017.0,NW,161.38,0,0,4000000.0,17.0
2855,2010,4,29,23,19.0,-3,14.0,1017.0,NW,166.3,0,0,4000000.0,17.0
2856,2010,4,30,0,27.0,-3,14.0,1017.0,NW,171.22,0,0,4000000.0,23.0
2857,2010,4,30,1,21.0,-4,13.0,1017.0,NW,174.35,0,0,4000000.0,24.0
2858,2010,4,30,2,24.0,-4,12.0,1017.0,NW,178.37,0,0,4000000.0,22.5
2859,2010,4,30,3,32.0,-5,12.0,1017.0,NW,182.39,0,0,4000000.0,28.0
2860,2010,4,30,4,40.0,-5,12.0,1017.0,NW,187.31,0,0,4000000.0,36.0
2861,2010,4,30,5,36.0,-5,11.0,1016.0,NW,191.33,0,0,4000000.0,38.0
2862,2010,4,30,6,20.0,-5,12.0,1017.0,NW,196.25,0,0,4000000.0,28.0
2863,2010,4,30,7,32.0,-6,14.0,1017.0,NW,201.17,0,0,4000000.0,26.0
2864,2010,4,30,8,28.0,-6,16.0,1017.0,NW,206.09,0,0,4000000.0,30.0
2865,2010,4,30,9,21.0,-8,18.0,1017.0,NW,211.9,0,0,4000000.0,24.5
2866,2010,4,30,10,20.0,-8,19.0,1017.0,NW,216.82,0,0,4000000.0,20.5
2867,2010,4,30,11,19.0,-8,21.0,1016.0,NW,221.74,0,0,4000000.0,19.5
2868,2010,4,30,12,19.0,-10,22.0,1015.0,NW,227.55,0,0,4000000.0,19.0
2869,2010,4,30,13,16.0,-8,23.0,1014.0,NW,234.7,0,0,4000000.0,17.5
2870,2010,4,30,14,20.0,-7,24.0,1012.0,NW,241.85,0,0,4000000.0,18.0
2871,2010,4,30,15,15.0,-6,25.0,1011.0,NW,249.9,0,0,4000000.0,17.5
2872,2010,4,30,16,20.0,-7,25.0,1010.0,NW,257.95,0,0,4000000.0,17.5
2873,2010,4,30,17,20.0,-7,25.0,1010.0,NW,266.0,0,0,4000000.0,20.0
2874,2010,4,30,18,23.0,-7,25.0,1009.0,SE,4.92,0,0,4000000.0,21.5
2875,2010,4,30,19,37.0,-5,22.0,1009.0,SE,12.07,0,0,4000000.0,30.0
2876,2010,4,30,20,34.0,-4,20.0,1009.0,SE,20.12,0,0,4000000.0,35.5
2877,2010,4,30,21,39.0,-3,19.0,1010.0,SE,28.17,0,0,4000000.0,36.5
2878,2010,4,30,22,45.0,-3,19.0,1010.0,SE,36.22,0,0,4000000.0,42.0
2879,2010,4,30,23,54.0,-3,18.0,1010.0,SE,39.35,0,0,4000000.0,49.5
2880,2010,5,1,0,62.0,-2,16.0,1010.0,cv,0.89,0,0,4000000.0,58.0
2881,2010,5,1,1,70.0,0,13.0,1009.0,SE,0.89,0,0,4000000.0,66.0
2882,2010,5,1,2,66.0,1,9.0,1009.0,cv,0.89,0,0,4000000.0,68.0
2883,2010,5,1,3,70.0,1,8.0,1009.0,cv,1.78,0,0,4000000.0,68.0
2884,2010,5,1,4,82.0,1,8.0,1009.0,NW,0.89,0,0,4000000.0,76.0
2885,2010,5,1,5,97.0,2,8.0,1008.0,NW,1.78,0,0,4000000.0,89.5
2886,2010,5,1,6,86.0,2,8.0,1009.0,NW,3.57,0,0,4000000.0,91.5
2887,2010,5,1,7,94.0,2,13.0,1009.0,NW,5.36,0,0,4000000.0,90.0
2888,2010,5,1,8,89.0,0,16.0,1009.0,cv,0.89,0,0,4000000.0,91.5
2889,2010,5,1,9,90.0,0,19.0,1009.0,NW,1.79,0,0,4000000.0,89.5
2890,2010,5,1,10,86.0,0,22.0,1009.0,NW,3.58,0,0,4000000.0,88.0
2891,2010,5,1,11,70.0,-1,25.0,1008.0,cv,0.89,0,0,4000000.0,78.0
2892,2010,5,1,12,79.0,-1,28.0,1007.0,cv,2.68,0,0,4000000.0,74.5
2893,2010,5,1,13,80.0,-1,31.0,1005.0,SE,4.02,0,0,4000000.0,79.5
2894,2010,5,1,14,69.0,0,31.0,1005.0,SE,9.83,0,0,4000000.0,74.5
2895,2010,5,1,15,52.0,-1,32.0,1004.0,SE,15.64,0,0,4000000.0,60.5
2896,2010,5,1,16,48.0,-2,32.0,1003.0,SE,22.79,0,0,4000000.0,50.0
2897,2010,5,1,17,35.0,-3,31.0,1002.0,SE,29.94,0,0,4000000.0,41.5
2898,2010,5,1,18,31.0,-2,29.0,1002.0,SE,37.09,0,0,4000000.0,33.0
2899,2010,5,1,19,37.0,-2,27.0,1002.0,SE,42.9,0,0,4000000.0,34.0
2900,2010,5,1,20,63.0,-2,26.0,1002.0,SE,48.71,0,0,4000000.0,50.0
2901,2010,5,1,21,61.0,1,24.0,1003.0,SE,53.63,0,0,4000000.0,62.0
2902,2010,5,1,22,74.0,2,22.0,1002.0,SE,57.65,0,0,4000000.0,67.5
2903,2010,5,1,23,74.0,3,22.0,1002.0,SE,62.57,0,0,4000000.0,74.0
2904,2010,5,2,0,75.0,3,21.0,1001.0,SE,66.59,0,0,4000000.0,74.5
2905,2010,5,2,1,68.0,3,20.0,1001.0,SE,68.38,0,0,4000000.0,71.5
2906,2010,5,2,2,77.0,4,18.0,1000.0,SE,71.51,0,0,4000000.0,72.5
2907,2010,5,2,3,93.0,6,18.0,1001.0,SE,73.3,0,0,4000000.0,85.0
2908,2010,5,2,4,102.0,7,17.0,1000.0,NE,1.79,0,0,4000000.0,97.5
2909,2010,5,2,5,111.0,7,16.0,1000.0,cv,0.89,0,0,4000000.0,106.5
2910,2010,5,2,6,127.0,9,16.0,1001.0,NE,0.89,0,0,4000000.0,119.0
2911,2010,5,2,7,132.0,10,17.0,1002.0,NW,1.79,0,0,4000000.0,129.5
2912,2010,5,2,8,146.0,10,19.0,1003.0,NE,1.79,0,0,4000000.0,139.0
2913,2010,5,2,9,151.0,10,22.0,1003.0,NE,3.58,0,0,4000000.0,148.5
2914,2010,5,2,10,142.0,8,25.0,1003.0,NW,3.13,0,0,4000000.0,146.5
2915,2010,5,2,11,115.0,7,26.0,1003.0,NE,1.79,0,0,4000000.0,128.5
2916,2010,5,2,12,59.0,-1,30.0,1002.0,cv,0.89,0,0,4000000.0,87.0
2917,2010,5,2,13,63.0,-5,32.0,1002.0,SE,4.92,0,0,4000000.0,61.0
2918,2010,5,2,14,65.0,-5,32.0,1002.0,NW,4.02,0,0,4000000.0,64.0
2919,2010,5,2,15,57.0,-4,32.0,1001.0,NW,7.15,0,0,4000000.0,61.0
2920,2010,5,2,16,55.0,-6,32.0,1001.0,NW,16.09,0,0,4000000.0,56.0
2921,2010,5,2,17,45.0,-7,31.0,1002.0,NW,25.03,0,0,4000000.0,50.0
2922,2010,5,2,18,39.0,-8,30.0,1002.0,NW,33.08,0,0,4000000.0,42.0
2923,2010,5,2,19,32.0,-4,25.0,1003.0,NW,38.0,0,0,4000000.0,35.5
2924,2010,5,2,20,32.0,-9,26.0,1004.0,NW,43.81,0,0,4000000.0,32.0
2925,2010,5,2,21,31.0,-8,24.0,1005.0,SE,3.13,0,0,4000000.0,31.5
2926,2010,5,2,22,32.0,-9,22.0,1006.0,cv,0.89,0,0,4000000.0,31.5
2927,2010,5,2,23,24.0,-9,22.0,1006.0,NE,1.79,0,0,4000000.0,28.0
2928,2010,5,3,0,36.0,-2,18.0,1006.0,cv,0.89,0,0,4000000.0,30.0
2929,2010,5,3,1,56.0,0,14.0,1007.0,cv,1.78,0,0,4000000.0,46.0
2930,2010,5,3,2,43.0,-1,15.0,1007.0,cv,2.23,0,0,4000000.0,49.5
2931,2010,5,3,3,69.0,0,14.0,1007.0,cv,3.12,0,0,4000000.0,56.0
2932,2010,5,3,4,45.0,3,13.0,1008.0,NW,1.79,0,0,4000000.0,57.0
2933,2010,5,3,5,44.0,-2,13.0,1008.0,NW,3.58,0,0,4000000.0,44.5
2934,2010,5,3,6,64.0,-2,15.0,1009.0,cv,0.45,0,0,4000000.0,54.0
2935,2010,5,3,7,80.0,5,16.0,1010.0,NW,1.79,0,0,4000000.0,72.0
2936,2010,5,3,8,53.0,-2,21.0,1010.0,NW,3.58,0,0,4000000.0,66.5
2937,2010,5,3,9,102.0,3,23.0,1010.0,cv,0.89,0,0,4000000.0,77.5
2938,2010,5,3,10,133.0,3,22.0,1010.0,SE,4.02,0,0,4000000.0,117.5
2939,2010,5,3,11,151.0,4,23.0,1010.0,SE,7.15,0,0,4000000.0,142.0
2940,2010,5,3,12,149.0,6,23.0,1009.0,SE,8.94,0,0,4000000.0,150.0
2941,2010,5,3,13,141.0,6,23.0,1008.0,SE,12.07,0,0,4000000.0,145.0
2942,2010,5,3,14,146.0,6,24.0,1007.0,SE,15.2,0,0,4000000.0,143.5
2943,2010,5,3,15,150.0,6,23.0,1006.0,SE,18.33,0,0,4000000.0,148.0
2944,2010,5,3,16,150.0,7,23.0,1005.0,NE,3.13,0,0,4000000.0,150.0
2945,2010,5,3,17,151.0,7,23.0,1005.0,cv,0.89,0,0,4000000.0,150.5
2946,2010,5,3,18,142.0,6,22.0,1006.0,NE,1.79,0,0,4000000.0,146.5
2947,2010,5,3,19,138.0,5,23.0,1006.0,NW,4.02,0,0,4000000.0,140.0
2948,2010,5,3,20,142.0,6,20.0,1007.0,NW,8.04,0,0,4000000.0,140.0
